aircraft_id,start_time,end_time,time_to_destination,moving_time,idle_time,status
A0,5.0,16.0,11.0,11.0,0,planned
A1,10.0,19.0,9.0,9.0,0,planned
A2,15.0,21.0,6.0,6.0,0,planned
A3,20.0,31.0,11.0,11.0,0,planned
A4,25.0,34.0,9.0,9.0,0,planned
A5,30.0,41.0,11.0,11.0,0,planned
A6,35.0,40.0,5.0,5.0,0,planned
A7,40.0,48.0,8.0,8.0,0,planned
A8,45.0,52.0,7.0,7.0,0,planned
A9,50.0,57.0,7.0,7.0,0,planned
