aircraft_id,start_time,end_time,time_to_destination
A0,6.0,20.9,14.9
A1,12.0,30.2,18.2
A2,18.0,29.0,11.0
A3,24.0,38.2,14.2
A4,30.0,45.4,15.4
A5,36.0,53.1,17.1
A6,42.0,51.9,9.9
A7,48.0,67.2,19.2
