aircraft_id,start_time,end_time,time_to_destination
A0,8.0,22.0,14.0
A1,16.0,29.9,13.9
A2,24.0,37.0,13.0
A3,32.0,46.9,14.9
A4,40.0,54.3,14.3
A5,48.0,60.2,12.2
